sample_id,condition,condition_order,intensity_group,intensity_log_cd_s_m2,time_ms,voltage_uv,role
an1,Control,1,Group1,-1.7,0.0,12.5552,replicate
an1,Control,1,Group1,-1.7,0.2,10.0787,replicate
an1,Control,1,Group1,-1.7,0.4,8.4259,replicate
an1,Control,1,Group1,-1.7,0.6,9.9082,replicate
an1,Control,1,Group1,-1.7,0.8,-28.5608,replicate
an1,Control,1,Group1,-1.7,1.0,-36.5688,replicate
an1,Control,1,Group1,-1.7,1.2,-35.0743,replicate
an1,Control,1,Group1,-1.7,1.4,-30.9776,replicate
an1,Control,1,Group1,-1.7,1.6,7.1757,replicate
an1,Control,1,Group1,-1.7,1.8,15.047,replicate
an1,Control,1,Group1,-1.7,2.0,55.7464,replicate
an1,Control,1,Group1,-1.7,2.2,60.4162,replicate
an1,Control,1,Group1,-1.7,2.4,57.4916,replicate
an1,Control,1,Group1,-1.7,2.6,57.3354,replicate
an1,Control,1,Group1,-1.7,2.8,55.993,replicate
an1,Control,1,Group1,-1.7,3.0,55.5936,replicate
an1,Control,1,Group1,-1.7,3.2,54.9599,replicate
an1,Control,1,Group1,-1.7,3.4,53.3676,replicate
an1,Control,1,Group1,-1.7,3.6,12.3047,replicate
an1,Control,1,Group1,-1.7,3.8,13.1273,replicate
an1,Control,1,Group1,-1.7,4.0,11.7237,replicate
an1,Control,1,Group1,-1.7,4.2,12.0853,replicate
an1,Control,1,Group1,-1.7,4.4,11.9934,replicate
an1,Control,1,Group1,-1.7,4.6,13.4666,replicate
an1,Control,1,Group1,-1.7,4.8,11.9833,replicate
an1,Control,1,Group1,-1.7,5.0,13.7316,replicate
an1,Control,1,Group1,-1.7,5.2,50.515,replicate
an1,Control,1,Group1,-1.7,5.4,18.1301,replicate
an1,Control,1,Group1,-1.7,5.6,14.1279,replicate
an1,Control,1,Group1,-1.7,5.8,12.4412,replicate
an1,Control,1,Group1,-1.7,6.0,11.6706,replicate
an1,Control,1,Group1,-1.7,6.2,11.3234,replicate
an1,Control,1,Group1,-1.7,6.4,9.8795,replicate
an1,Control,1,Group1,-1.7,6.6,10.0922,replicate
an1,Control,1,Group1,-1.7,6.8,9.0761,replicate
an1,Control,1,Group1,-1.7,7.0,8.5989,replicate
an1,Control,1,Group1,-1.7,7.2,0.8869,replicate
an1,Control,1,Group1,-1.7,7.4,-34.1954,replicate
an1,Control,1,Group1,-1.7,7.6,-35.3575,replicate
an1,Control,1,Group1,-1.7,7.8,-35.8057,replicate
an1,Control,1,Group1,-1.7,8.0,-34.6113,replicate
an1,Control,1,Group1,-1.7,8.2,-35.8765,replicate
an1,Control,1,Group1,-1.7,8.4,-36.1859,replicate
an1,Control,1,Group1,-1.7,8.6,-35.8662,replicate
an1,Control,1,Group1,-1.7,8.8,-34.8731,replicate
an1,Control,1,Group1,-1.7,9.0,-34.8467,replicate
an1,Control,1,Group1,-1.7,9.2,-34.9142,replicate
an1,Control,1,Group1,-1.7,9.4,-34.789,replicate
an1,Control,1,Group1,-1.7,9.6,-35.0432,replicate
an1,Control,1,Group1,-1.7,9.8,-37.204,replicate
an1,Control,1,Group1,-1.7,10.0,-38.4803,replicate
an1,Control,1,Group1,-1.7,10.2,-39.666,replicate
an1,Control,1,Group1,-1.7,10.4,-40.903,replicate
an1,Control,1,Group1,-1.7,10.6,-41.6167,replicate
an1,Control,1,Group1,-1.7,10.8,-37.3208,replicate
an1,Control,1,Group1,-1.7,11.0,-37.8613,replicate
an1,Control,1,Group1,-1.7,11.2,-35.8762,replicate
an1,Control,1,Group1,-1.7,11.4,-36.5771,replicate
an1,Control,1,Group1,-1.7,11.6,-36.2906,replicate
an1,Control,1,Group1,-1.7,11.8,-35.3599,replicate
an1,Control,1,Group1,-1.7,12.0,4.8746,replicate
an1,Control,1,Group1,-1.7,12.2,42.1811,replicate
an1,Control,1,Group1,-1.7,12.4,13.9937,replicate
an1,Control,1,Group1,-1.7,12.6,12.8633,replicate
an1,Control,1,Group1,-1.7,12.8,12.0821,replicate
an1,Control,1,Group1,-1.7,13.0,13.1699,replicate
an1,Control,1,Group1,-1.7,13.2,13.821,replicate
an1,Control,1,Group1,-1.7,13.4,8.5857,replicate
an1,Control,1,Group1,-1.7,13.6,8.7677,replicate
an1,Control,1,Group1,-1.7,13.8,45.695,replicate
an1,Control,1,Group1,-1.7,14.0,9.9159,replicate
an1,Control,1,Group1,-1.7,14.2,-31.4544,replicate
an1,Control,1,Group1,-1.7,14.4,5.9454,replicate
an1,Control,1,Group1,-1.7,14.6,10.3355,replicate
an1,Control,1,Group1,-1.7,14.8,11.543,replicate
an1,Control,1,Group1,-1.7,15.0,11.4775,replicate
an1,Control,1,Group1,-1.7,15.2,12.3009,replicate
an1,Control,1,Group1,-1.7,15.4,11.6606,replicate
an1,Control,1,Group1,-1.7,15.6,11.7673,replicate
an1,Control,1,Group1,-1.7,15.8,11.0401,replicate
an1,Control,1,Group1,-1.7,16.0,9.3058,replicate
an1,Control,1,Group1,-1.7,16.2,8.2221,replicate
an1,Control,1,Group1,-1.7,16.4,8.2814,replicate
an1,Control,1,Group1,-1.7,16.6,8.113,replicate
an1,Control,1,Group1,-1.7,16.8,9.4384,replicate
an1,Control,1,Group1,-1.7,17.0,10.5698,replicate
an1,Control,1,Group1,-1.7,17.2,12.6382,replicate
an1,Control,1,Group1,-1.7,17.4,12.8383,replicate
an1,Control,1,Group1,-1.7,17.6,13.2635,replicate
an1,Control,1,Group1,-1.7,17.8,12.7056,replicate
an1,Control,1,Group1,-1.7,18.0,11.9576,replicate
an1,Control,1,Group1,-1.7,18.2,8.7583,replicate
an1,Control,1,Group1,-1.7,18.4,5.5173,replicate
an1,Control,1,Group1,-1.7,18.6,3.8659,replicate
an1,Control,1,Group1,-1.7,18.8,3.5046,replicate
an1,Control,1,Group1,-1.7,19.0,4.1404,replicate
an1,Control,1,Group1,-1.7,19.2,5.1566,replicate
an1,Control,1,Group1,-1.7,19.4,6.5116,replicate
an1,Control,1,Group1,-1.7,19.6,9.1882,replicate
an1,Control,1,Group1,-1.7,19.8,9.7675,replicate
an1,Control,1,Group1,-1.7,20.0,9.6624,replicate
an1,Control,1,Group1,-1.7,20.2,-29.3201,replicate
an1,Control,1,Group1,-1.7,20.4,-32.8866,replicate
an1,Control,1,Group1,-1.7,20.6,-36.9558,replicate
an1,Control,1,Group1,-1.7,20.8,-37.1513,replicate
an1,Control,1,Group1,-1.7,21.0,-36.8159,replicate
an1,Control,1,Group1,-1.7,21.2,-37.6292,replicate
an1,Control,1,Group1,-1.7,21.4,-35.2814,replicate
an1,Control,1,Group1,-1.7,21.6,3.2099,replicate
an1,Control,1,Group1,-1.7,21.8,4.768,replicate
an1,Control,1,Group1,-1.7,22.0,-35.4819,replicate
an1,Control,1,Group1,-1.7,22.2,-35.8719,replicate
an1,Control,1,Group1,-1.7,22.4,-36.2054,replicate
an1,Control,1,Group1,-1.7,22.6,2.2591,replicate
an1,Control,1,Group1,-1.7,22.8,6.3358,replicate
an1,Control,1,Group1,-1.7,23.0,10.447,replicate
an1,Control,1,Group1,-1.7,23.2,10.2422,replicate
an1,Control,1,Group1,-1.7,23.4,10.3531,replicate
an1,Control,1,Group1,-1.7,23.6,10.6812,replicate
an1,Control,1,Group1,-1.7,23.8,11.7926,replicate
an1,Control,1,Group1,-1.7,24.0,49.1438,replicate
an1,Control,1,Group1,-1.7,24.2,53.6941,replicate
an1,Control,1,Group1,-1.7,24.4,55.3416,replicate
an1,Control,1,Group1,-1.7,24.6,53.9076,replicate
an1,Control,1,Group1,-1.7,24.8,10.9298,replicate
an1,Control,1,Group1,-1.7,25.0,-30.9043,replicate
an1,Control,1,Group1,-1.7,25.2,-36.994,replicate
an1,Control,1,Group1,-1.7,25.4,-37.7095,replicate
an1,Control,1,Group1,-1.7,25.6,-3.2494,replicate
an1,Control,1,Group1,-1.7,25.8,4.719,replicate
an1,Control,1,Group1,-1.7,26.0,4.4172,replicate
an1,Control,1,Group1,-1.7,26.2,3.0652,replicate
an1,Control,1,Group1,-1.7,26.4,-35.0551,replicate
an1,Control,1,Group1,-1.7,26.6,-37.1481,replicate
an1,Control,1,Group1,-1.7,26.8,-37.8326,replicate
an1,Control,1,Group1,-1.7,27.0,-35.3443,replicate
an1,Control,1,Group1,-1.7,27.2,-30.4313,replicate
an1,Control,1,Group1,-1.7,27.4,-28.7429,replicate
an1,Control,1,Group1,-1.7,27.6,-30.4891,replicate
an1,Control,1,Group1,-1.7,27.8,-33.8987,replicate
an1,Control,1,Group1,-1.7,28.0,-36.5506,replicate
an1,Control,1,Group1,-1.7,28.2,-41.3281,replicate
an1,Control,1,Group1,-1.7,28.4,-42.385,replicate
an1,Control,1,Group1,-1.7,28.6,-41.9142,replicate
an1,Control,1,Group1,-1.7,28.8,-39.3856,replicate
an1,Control,1,Group1,-1.7,29.0,-38.3632,replicate
an1,Control,1,Group1,-1.7,29.2,-36.6962,replicate
an1,Control,1,Group1,-1.7,29.4,-36.3493,replicate
an1,Control,1,Group1,-1.7,29.6,-37.2266,replicate
an1,Control,1,Group1,-1.7,29.8,-39.1123,replicate
an1,Control,1,Group1,-1.7,30.0,-41.0003,replicate
an1,Control,1,Group1,-1.7,30.2,-42.103,replicate
an1,Control,1,Group1,-1.7,30.4,-39.0143,replicate
an1,Control,1,Group1,-1.7,30.6,-35.0552,replicate
an1,Control,1,Group1,-1.7,30.8,6.6271,replicate
an1,Control,1,Group1,-1.7,31.0,8.9196,replicate
an1,Control,1,Group1,-1.7,31.2,7.3248,replicate
an1,Control,1,Group1,-1.7,31.4,2.6146,replicate
an1,Control,1,Group1,-1.7,31.6,0.013,replicate
an1,Control,1,Group1,-1.7,31.8,-37.8621,replicate
an1,Control,1,Group1,-1.7,32.0,-43.9316,replicate
an1,Control,1,Group1,-1.7,32.2,-78.2298,replicate
an1,Control,1,Group1,-1.7,32.4,-42.4981,replicate
an1,Control,1,Group1,-1.7,32.6,-37.252,replicate
an1,Control,1,Group1,-1.7,32.8,-2.8144,replicate
an1,Control,1,Group1,-1.7,33.0,-37.3885,replicate
an1,Control,1,Group1,-1.7,33.2,-41.8382,replicate
an1,Control,1,Group1,-1.7,33.4,-79.8181,replicate
an1,Control,1,Group1,-1.7,33.6,-83.6925,replicate
an1,Control,1,Group1,-1.7,33.8,-84.9945,replicate
an1,Control,1,Group1,-1.7,34.0,-86.2349,replicate
an1,Control,1,Group1,-1.7,34.2,-84.6825,replicate
an1,Control,1,Group1,-1.7,34.4,-46.3507,replicate
an1,Control,1,Group1,-1.7,34.6,-41.6636,replicate
an1,Control,1,Group1,-1.7,34.8,-40.5002,replicate
an1,Control,1,Group1,-1.7,35.0,-38.1252,replicate
an1,Control,1,Group1,-1.7,35.2,-35.226,replicate
an1,Control,1,Group1,-1.7,35.4,4.1336,replicate
an1,Control,1,Group1,-1.7,35.6,8.0002,replicate
an1,Control,1,Group1,-1.7,35.8,7.9064,replicate
an1,Control,1,Group1,-1.7,36.0,10.3087,replicate
an1,Control,1,Group1,-1.7,36.2,11.6501,replicate
an1,Control,1,Group1,-1.7,36.4,12.5943,replicate
an1,Control,1,Group1,-1.7,36.6,12.7166,replicate
an1,Control,1,Group1,-1.7,36.8,12.2784,replicate
an1,Control,1,Group1,-1.7,37.0,9.746,replicate
an1,Control,1,Group1,-1.7,37.2,11.4419,replicate
an1,Control,1,Group1,-1.7,37.4,11.7878,replicate
an1,Control,1,Group1,-1.7,37.6,11.3985,replicate
an1,Control,1,Group1,-1.7,37.8,12.5504,replicate
an1,Control,1,Group1,-1.7,38.0,16.2193,replicate
an1,Control,1,Group1,-1.7,38.2,13.7084,replicate
an1,Control,1,Group1,-1.7,38.4,10.0633,replicate
an1,Control,1,Group1,-1.7,38.6,11.6609,replicate
an1,Control,1,Group1,-1.7,38.8,11.7544,replicate
an1,Control,1,Group1,-1.7,39.0,9.9765,replicate
an1,Control,1,Group1,-1.7,39.2,11.7069,replicate
an1,Control,1,Group1,-1.7,39.4,12.9567,replicate
an1,Control,1,Group1,-1.7,39.6,13.4956,replicate
an1,Control,1,Group1,-1.7,39.8,14.849,replicate
an1,Control,1,Group1,-1.7,40.0,55.42,replicate
an1,Control,1,Group1,-1.7,40.2,54.1895,replicate
an1,Control,1,Group1,-1.7,40.4,15.6062,replicate
an1,Control,1,Group1,-1.7,40.6,9.9069,replicate
an1,Control,1,Group1,-1.7,40.8,6.5849,replicate
an1,Control,1,Group1,-1.7,41.0,-32.2431,replicate
an1,Control,1,Group1,-1.7,41.2,-35.0252,replicate
an1,Control,1,Group1,-1.7,41.4,-34.4895,replicate
an1,Control,1,Group1,-1.7,41.6,-34.2175,replicate
an1,Control,1,Group1,-1.7,41.8,6.43,replicate
an1,Control,1,Group1,-1.7,42.0,9.1037,replicate
an1,Control,1,Group1,-1.7,42.2,9.7726,replicate
an1,Control,1,Group1,-1.7,42.4,9.6905,replicate
an1,Control,1,Group1,-1.7,42.6,13.2121,replicate
an1,Control,1,Group1,-1.7,42.8,53.1338,replicate
an1,Control,1,Group1,-1.7,43.0,55.5524,replicate
an1,Control,1,Group1,-1.7,43.2,54.6753,replicate
an1,Control,1,Group1,-1.7,43.4,46.286,replicate
an1,Control,1,Group1,-1.7,43.6,-27.914,replicate
an1,Control,1,Group1,-1.7,43.8,-34.2775,replicate
an1,Control,1,Group1,-1.7,44.0,-36.4669,replicate
an1,Control,1,Group1,-1.7,44.2,-36.8341,replicate
an1,Control,1,Group1,-1.7,44.4,-37.0368,replicate
an1,Control,1,Group1,-1.7,44.6,-34.2217,replicate
an1,Control,1,Group1,-1.7,44.8,5.7315,replicate
an1,Control,1,Group1,-1.7,45.0,-27.8203,replicate
an1,Control,1,Group1,-1.7,45.2,-31.403,replicate
an1,Control,1,Group1,-1.7,45.4,-33.9999,replicate
an1,Control,1,Group1,-1.7,45.6,-37.6349,replicate
an1,Control,1,Group1,-1.7,45.8,-39.2441,replicate
an1,Control,1,Group1,-1.7,46.0,-36.6561,replicate
an1,Control,1,Group1,-1.7,46.2,-37.2345,replicate
an1,Control,1,Group1,-1.7,46.4,-36.1543,replicate
an1,Control,1,Group1,-1.7,46.6,-38.0261,replicate
an1,Control,1,Group1,-1.7,46.8,-38.0039,replicate
an1,Control,1,Group1,-1.7,47.0,-40.6782,replicate
an1,Control,1,Group1,-1.7,47.2,-5.0494,replicate
an1,Control,1,Group1,-1.7,47.4,-39.1325,replicate
an1,Control,1,Group1,-1.7,47.6,-40.8159,replicate
an1,Control,1,Group1,-1.7,47.8,-43.6671,replicate
an1,Control,1,Group1,-1.7,48.0,-44.2344,replicate
an1,Control,1,Group1,-1.7,48.2,-40.9678,replicate
an1,Control,1,Group1,-1.7,48.4,-41.5216,replicate
an1,Control,1,Group1,-1.7,48.6,-42.394,replicate
an1,Control,1,Group1,-1.7,48.8,-37.7323,replicate
an1,Control,1,Group1,-1.7,49.0,-32.4899,replicate
an1,Control,1,Group1,-1.7,49.2,-36.0974,replicate
an1,Control,1,Group1,-1.7,49.4,-34.6829,replicate
an1,Control,1,Group1,-1.7,49.6,-31.5244,replicate
an1,Control,1,Group1,-1.7,49.8,8.6036,replicate
an1,Control,1,Group1,-1.7,50.0,6.1895,replicate
an1,Control,1,Group1,-1.7,50.2,7.4191,replicate
an1,Control,1,Group1,-1.7,50.4,8.8117,replicate
an1,Control,1,Group1,-1.7,50.6,9.6577,replicate
an1,Control,1,Group1,-1.7,50.8,6.8559,replicate
an1,Control,1,Group1,-1.7,51.0,7.2405,replicate
an1,Control,1,Group1,-1.7,51.2,4.5672,replicate
an1,Control,1,Group1,-1.7,51.4,1.0431,replicate
an1,Control,1,Group1,-1.7,51.6,-36.3139,replicate
an1,Control,1,Group1,-1.7,51.8,-38.1654,replicate
an1,Control,1,Group1,-1.7,52.0,-8.3015,replicate
an1,Control,1,Group1,-1.7,52.2,-37.6772,replicate
an1,Control,1,Group1,-1.7,52.4,-39.0719,replicate
an1,Control,1,Group1,-1.7,52.6,-38.9835,replicate
an1,Control,1,Group1,-1.7,52.8,-40.0494,replicate
an1,Control,1,Group1,-1.7,53.0,-39.1256,replicate
an1,Control,1,Group1,-1.7,53.2,-74.7292,replicate
an1,Control,1,Group1,-1.7,53.4,-45.7797,replicate
an1,Control,1,Group1,-1.7,53.6,-80.6516,replicate
an1,Control,1,Group1,-1.7,53.8,-83.9973,replicate
an1,Control,1,Group1,-1.7,54.0,-81.0979,replicate
an1,Control,1,Group1,-1.7,54.2,-79.1459,replicate
an1,Control,1,Group1,-1.7,54.4,-76.7103,replicate
an1,Control,1,Group1,-1.7,54.6,-76.939,replicate
an1,Control,1,Group1,-1.7,54.8,-39.8763,replicate
an1,Control,1,Group1,-1.7,55.0,-36.7723,replicate
an1,Control,1,Group1,-1.7,55.2,-37.2189,replicate
an1,Control,1,Group1,-1.7,55.4,-36.3943,replicate
an1,Control,1,Group1,-1.7,55.6,-0.323,replicate
an1,Control,1,Group1,-1.7,55.8,7.0613,replicate
an1,Control,1,Group1,-1.7,56.0,7.7293,replicate
an1,Control,1,Group1,-1.7,56.2,6.8955,replicate
an1,Control,1,Group1,-1.7,56.4,6.4445,replicate
an1,Control,1,Group1,-1.7,56.6,9.657,replicate
an1,Control,1,Group1,-1.7,56.8,8.8271,replicate
an1,Control,1,Group1,-1.7,57.0,8.6056,replicate
an1,Control,1,Group1,-1.7,57.2,10.0906,replicate
an1,Control,1,Group1,-1.7,57.4,10.5324,replicate
an1,Control,1,Group1,-1.7,57.6,10.969,replicate
an1,Control,1,Group1,-1.7,57.8,12.9489,replicate
an1,Control,1,Group1,-1.7,58.0,10.1761,replicate
an1,Control,1,Group1,-1.7,58.2,10.1677,replicate
an1,Control,1,Group1,-1.7,58.4,11.3292,replicate
an1,Control,1,Group1,-1.7,58.6,11.365,replicate
an1,Control,1,Group1,-1.7,58.8,9.7044,replicate
an1,Control,1,Group1,-1.7,59.0,12.1529,replicate
an1,Control,1,Group1,-1.7,59.2,50.5085,replicate
an1,Control,1,Group1,-1.7,59.4,57.5339,replicate
an1,Control,1,Group1,-1.7,59.6,56.0975,replicate
an1,Control,1,Group1,-1.7,59.8,57.4264,replicate
an1,Control,1,Group1,-1.7,60.0,59.8592,replicate
an1,Control,1,Group1,-1.7,60.2,59.6075,replicate
an1,Control,1,Group1,-1.7,60.4,55.761,replicate
an1,Control,1,Group1,-1.7,60.6,58.1655,replicate
an1,Control,1,Group1,-1.7,60.8,59.1905,replicate
an1,Control,1,Group1,-1.7,61.0,60.0668,replicate
an1,Control,1,Group1,-1.7,61.2,63.1287,replicate
an1,Control,1,Group1,-1.7,61.4,102.4474,replicate
an1,Control,1,Group1,-1.7,61.6,110.5163,replicate
an1,Control,1,Group1,-1.7,61.8,109.7731,replicate
an1,Control,1,Group1,-1.7,62.0,72.8407,replicate
an1,Control,1,Group1,-1.7,62.2,107.3177,replicate
an1,Control,1,Group1,-1.7,62.4,106.9326,replicate
an1,Control,1,Group1,-1.7,62.6,103.829,replicate
an1,Control,1,Group1,-1.7,62.8,60.6594,replicate
an1,Control,1,Group1,-1.7,63.0,58.1018,replicate
an1,Control,1,Group1,-1.7,63.2,52.8725,replicate
an1,Control,1,Group1,-1.7,63.4,14.9389,replicate
an1,Control,1,Group1,-1.7,63.6,-27.8675,replicate
an1,Control,1,Group1,-1.7,63.8,-67.1876,replicate
an1,Control,1,Group1,-1.7,64.0,-74.195,replicate
an1,Control,1,Group1,-1.7,64.2,-71.6463,replicate
an1,Control,1,Group1,-1.7,64.4,-71.5691,replicate
an1,Control,1,Group1,-1.7,64.6,-35.3374,replicate
an1,Control,1,Group1,-1.7,64.8,-33.983,replicate
an1,Control,1,Group1,-1.7,65.0,-35.7694,replicate
an1,Control,1,Group1,-1.7,65.2,-38.2673,replicate
an1,Control,1,Group1,-1.7,65.4,-37.2385,replicate
an1,Control,1,Group1,-1.7,65.6,-34.8403,replicate
an1,Control,1,Group1,-1.7,65.8,-35.05,replicate
an1,Control,1,Group1,-1.7,66.0,-34.3977,replicate
an1,Control,1,Group1,-1.7,66.2,5.1086,replicate
an1,Control,1,Group1,-1.7,66.4,5.2881,replicate
an1,Control,1,Group1,-1.7,66.6,4.3641,replicate
an1,Control,1,Group1,-1.7,66.8,5.818,replicate
an1,Control,1,Group1,-1.7,67.0,9.1638,replicate
an1,Control,1,Group1,-1.7,67.2,9.5068,replicate
an1,Control,1,Group1,-1.7,67.4,8.1002,replicate
an1,Control,1,Group1,-1.7,67.6,9.3645,replicate
an1,Control,1,Group1,-1.7,67.8,8.9891,replicate
an1,Control,1,Group1,-1.7,68.0,7.9104,replicate
an1,Control,1,Group1,-1.7,68.2,8.4747,replicate
an1,Control,1,Group1,-1.7,68.4,7.8625,replicate
an1,Control,1,Group1,-1.7,68.6,-32.1909,replicate
an1,Control,1,Group1,-1.7,68.8,-34.4189,replicate
an1,Control,1,Group1,-1.7,69.0,-37.1212,replicate
an1,Control,1,Group1,-1.7,69.2,-33.3902,replicate
an1,Control,1,Group1,-1.7,69.4,7.0573,replicate
an1,Control,1,Group1,-1.7,69.6,11.6517,replicate
an1,Control,1,Group1,-1.7,69.8,9.9778,replicate
an1,Control,1,Group1,-1.7,70.0,13.9392,replicate
an1,Control,1,Group1,-1.7,70.2,12.958,replicate
an1,Control,1,Group1,-1.7,70.4,12.7594,replicate
an1,Control,1,Group1,-1.7,70.6,11.9617,replicate
an1,Control,1,Group1,-1.7,70.8,13.0512,replicate
an1,Control,1,Group1,-1.7,71.0,10.9657,replicate
an1,Control,1,Group1,-1.7,71.2,9.9653,replicate
an1,Control,1,Group1,-1.7,71.4,10.7482,replicate
an1,Control,1,Group1,-1.7,71.6,49.2625,replicate
an1,Control,1,Group1,-1.7,71.8,52.6873,replicate
an1,Control,1,Group1,-1.7,72.0,53.123,replicate
an1,Control,1,Group1,-1.7,72.2,50.7536,replicate
an1,Control,1,Group1,-1.7,72.4,13.8798,replicate
an1,Control,1,Group1,-1.7,72.6,-30.8698,replicate
an1,Control,1,Group1,-1.7,72.8,-72.5932,replicate
an1,Control,1,Group1,-1.7,73.0,-35.8356,replicate
an1,Control,1,Group1,-1.7,73.2,-31.4302,replicate
an1,Control,1,Group1,-1.7,73.4,-33.7077,replicate
an1,Control,1,Group1,-1.7,73.6,-30.4846,replicate
an1,Control,1,Group1,-1.7,73.8,-27.7693,replicate
an1,Control,1,Group1,-1.7,74.0,6.9382,replicate
an1,Control,1,Group1,-1.7,74.2,-21.1479,replicate
an1,Control,1,Group1,-1.7,74.4,14.4234,replicate
an1,Control,1,Group1,-1.7,74.6,15.4574,replicate
an1,Control,1,Group1,-1.7,74.8,12.7737,replicate
an1,Control,1,Group1,-1.7,75.0,14.1509,replicate
an1,Control,1,Group1,-1.7,75.2,13.9854,replicate
an1,Control,1,Group1,-1.7,75.4,11.6598,replicate
an1,Control,1,Group1,-1.7,75.6,13.6291,replicate
an1,Control,1,Group1,-1.7,75.8,14.2872,replicate
an1,Control,1,Group1,-1.7,76.0,10.7336,replicate
an1,Control,1,Group1,-1.7,76.2,8.9546,replicate
an1,Control,1,Group1,-1.7,76.4,8.7334,replicate
an1,Control,1,Group1,-1.7,76.6,7.3315,replicate
an1,Control,1,Group1,-1.7,76.8,9.6383,replicate
an1,Control,1,Group1,-1.7,77.0,11.6465,replicate
an1,Control,1,Group1,-1.7,77.2,12.3962,replicate
an1,Control,1,Group1,-1.7,77.4,10.7548,replicate
an1,Control,1,Group1,-1.7,77.6,10.9633,replicate
an1,Control,1,Group1,-1.7,77.8,10.7434,replicate
an1,Control,1,Group1,-1.7,78.0,14.5995,replicate
an1,Control,1,Group1,-1.7,78.2,53.8906,replicate
an1,Control,1,Group1,-1.7,78.4,59.1573,replicate
an1,Control,1,Group1,-1.7,78.6,60.294,replicate
an1,Control,1,Group1,-1.7,78.8,61.6749,replicate
an1,Control,1,Group1,-1.7,79.0,61.8633,replicate
an1,Control,1,Group1,-1.7,79.2,60.1946,replicate
an1,Control,1,Group1,-1.7,79.4,60.4161,replicate
an1,Control,1,Group1,-1.7,79.6,60.2341,replicate
an1,Control,1,Group1,-1.7,79.8,60.6166,replicate
an1,Control,1,Group1,-1.7,80.0,59.8334,replicate
an1,Control,1,Group1,-1.7,80.2,62.3624,replicate
an1,Control,1,Group1,-1.7,80.4,61.8707,replicate
an1,Control,1,Group1,-1.7,80.6,61.0549,replicate
an1,Control,1,Group1,-1.7,80.8,61.5575,replicate
an1,Control,1,Group1,-1.7,81.0,59.3066,replicate
an1,Control,1,Group1,-1.7,81.2,58.327,replicate
an1,Control,1,Group1,-1.7,81.4,97.3346,replicate
an1,Control,1,Group1,-1.7,81.6,100.3195,replicate
an1,Control,1,Group1,-1.7,81.8,137.0145,replicate
an1,Control,1,Group1,-1.7,82.0,104.74,replicate
an1,Control,1,Group1,-1.7,82.2,101.5321,replicate
an1,Control,1,Group1,-1.7,82.4,102.2854,replicate
an1,Control,1,Group1,-1.7,82.6,104.2723,replicate
an1,Control,1,Group1,-1.7,82.8,67.0088,replicate
an1,Control,1,Group1,-1.7,83.0,22.9142,replicate
an1,Control,1,Group1,-1.7,83.2,20.3167,replicate
an1,Control,1,Group1,-1.7,83.4,-17.318,replicate
an1,Control,1,Group1,-1.7,83.6,11.4114,replicate
an1,Control,1,Group1,-1.7,83.8,11.6015,replicate
an1,Control,1,Group1,-1.7,84.0,-28.8038,replicate
an1,Control,1,Group1,-1.7,84.2,-35.4166,replicate
an1,Control,1,Group1,-1.7,84.4,-36.1765,replicate
an1,Control,1,Group1,-1.7,84.6,-34.1771,replicate
an1,Control,1,Group1,-1.7,84.8,-30.3967,replicate
an1,Control,1,Group1,-1.7,85.0,8.9413,replicate
an1,Control,1,Group1,-1.7,85.2,12.833,replicate
an1,Control,1,Group1,-1.7,85.4,12.5853,replicate
an1,Control,1,Group1,-1.7,85.6,12.2393,replicate
an1,Control,1,Group1,-1.7,85.8,9.9622,replicate
an1,Control,1,Group1,-1.7,86.0,9.4328,replicate
an1,Control,1,Group1,-1.7,86.2,9.728,replicate
an1,Control,1,Group1,-1.7,86.4,10.2766,replicate
an1,Control,1,Group1,-1.7,86.6,9.4005,replicate
an1,Control,1,Group1,-1.7,86.8,7.7322,replicate
an1,Control,1,Group1,-1.7,87.0,8.6148,replicate
an1,Control,1,Group1,-1.7,87.2,7.8602,replicate
an1,Control,1,Group1,-1.7,87.4,7.7888,replicate
an1,Control,1,Group1,-1.7,87.6,8.6086,replicate
an1,Control,1,Group1,-1.7,87.8,8.6895,replicate
an1,Control,1,Group1,-1.7,88.0,-28.03,replicate
an1,Control,1,Group1,-1.7,88.2,-32.5055,replicate
an1,Control,1,Group1,-1.7,88.4,-34.8154,replicate
an1,Control,1,Group1,-1.7,88.6,-33.9724,replicate
an1,Control,1,Group1,-1.7,88.8,-34.3708,replicate
an1,Control,1,Group1,-1.7,89.0,-34.0764,replicate
an1,Control,1,Group1,-1.7,89.2,-33.4167,replicate
an1,Control,1,Group1,-1.7,89.4,-31.0883,replicate
an1,Control,1,Group1,-1.7,89.6,-31.1321,replicate
an1,Control,1,Group1,-1.7,89.8,-27.1702,replicate
an1,Control,1,Group1,-1.7,90.0,15.0929,replicate
an1,Control,1,Group1,-1.7,90.2,17.4077,replicate
an1,Control,1,Group1,-1.7,90.4,18.6265,replicate
an1,Control,1,Group1,-1.7,90.6,20.5075,replicate
an1,Control,1,Group1,-1.7,90.8,19.053,replicate
an1,Control,1,Group1,-1.7,91.0,56.3353,replicate
an1,Control,1,Group1,-1.7,91.2,59.4419,replicate
an1,Control,1,Group1,-1.7,91.4,60.6322,replicate
an1,Control,1,Group1,-1.7,91.6,59.9786,replicate
an1,Control,1,Group1,-1.7,91.8,59.5156,replicate
