sample_id,condition,condition_order,intensity_group,intensity_log_cd_s_m2,time_ms,voltage_uv,role
an3,Untreated,2,Group4,1.0,104.6,103.8667,replicate
an3,Untreated,2,Group4,1.0,104.8,73.8626,replicate
an3,Untreated,2,Group4,1.0,105.0,68.7928,replicate
an3,Untreated,2,Group4,1.0,105.2,67.5062,replicate
an3,Untreated,2,Group4,1.0,105.4,68.0886,replicate
an3,Untreated,2,Group4,1.0,105.6,63.4889,replicate
an3,Untreated,2,Group4,1.0,105.8,63.8285,replicate
an3,Untreated,2,Group4,1.0,106.0,62.8955,replicate
an3,Untreated,2,Group4,1.0,106.2,30.7677,replicate
an3,Untreated,2,Group4,1.0,106.4,-8.2609,replicate
an3,Untreated,2,Group4,1.0,106.6,-12.7725,replicate
an3,Untreated,2,Group4,1.0,106.8,-17.0015,replicate
an3,Untreated,2,Group4,1.0,107.0,-16.3396,replicate
an3,Untreated,2,Group4,1.0,107.2,-17.2043,replicate
an3,Untreated,2,Group4,1.0,107.4,-14.2833,replicate
an3,Untreated,2,Group4,1.0,107.6,-14.4453,replicate
an3,Untreated,2,Group4,1.0,107.8,-14.4267,replicate
an3,Untreated,2,Group4,1.0,108.0,-15.94,replicate
an3,Untreated,2,Group4,1.0,108.2,-11.9492,replicate
an3,Untreated,2,Group4,1.0,108.4,-12.3419,replicate
an3,Untreated,2,Group4,1.0,108.6,19.5497,replicate
an3,Untreated,2,Group4,1.0,108.8,22.0686,replicate
an3,Untreated,2,Group4,1.0,109.0,22.2941,replicate
an3,Untreated,2,Group4,1.0,109.2,19.2301,replicate
an3,Untreated,2,Group4,1.0,109.4,-12.1926,replicate
an3,Untreated,2,Group4,1.0,109.6,13.0939,replicate
an3,Untreated,2,Group4,1.0,109.8,19.2028,replicate
an3,Untreated,2,Group4,1.0,110.0,17.8252,replicate
an3,Untreated,2,Group4,1.0,110.2,17.9922,replicate
an3,Untreated,2,Group4,1.0,110.4,17.6635,replicate
an3,Untreated,2,Group4,1.0,110.6,19.9939,replicate
an3,Untreated,2,Group4,1.0,110.8,20.0351,replicate
an3,Untreated,2,Group4,1.0,111.0,22.7039,replicate
an3,Untreated,2,Group4,1.0,111.2,23.7914,replicate
an3,Untreated,2,Group4,1.0,111.4,54.6427,replicate
an3,Untreated,2,Group4,1.0,111.6,57.636,replicate
an3,Untreated,2,Group4,1.0,111.8,24.3901,replicate
an3,Untreated,2,Group4,1.0,112.0,-8.5029,replicate
an3,Untreated,2,Group4,1.0,112.2,-12.5253,replicate
an3,Untreated,2,Group4,1.0,112.4,-15.3925,replicate
an3,Untreated,2,Group4,1.0,112.6,-12.7784,replicate
an3,Untreated,2,Group4,1.0,112.8,-16.3917,replicate
an3,Untreated,2,Group4,1.0,113.0,-17.5583,replicate
an3,Untreated,2,Group4,1.0,113.2,-19.966,replicate
an3,Untreated,2,Group4,1.0,113.4,-17.3537,replicate
an3,Untreated,2,Group4,1.0,113.6,-47.5566,replicate
an3,Untreated,2,Group4,1.0,113.8,-19.3468,replicate
an3,Untreated,2,Group4,1.0,114.0,12.4112,replicate
an3,Untreated,2,Group4,1.0,114.2,17.0723,replicate
an3,Untreated,2,Group4,1.0,114.4,18.9863,replicate
an3,Untreated,2,Group4,1.0,114.6,21.7948,replicate
an3,Untreated,2,Group4,1.0,114.8,23.4453,replicate
an3,Untreated,2,Group4,1.0,115.0,25.2372,replicate
an3,Untreated,2,Group4,1.0,115.2,25.4239,replicate
an3,Untreated,2,Group4,1.0,115.4,21.8323,replicate
an3,Untreated,2,Group4,1.0,115.6,19.5846,replicate
an3,Untreated,2,Group4,1.0,115.8,19.9971,replicate
an3,Untreated,2,Group4,1.0,116.0,52.0359,replicate
an3,Untreated,2,Group4,1.0,116.2,56.6958,replicate
an3,Untreated,2,Group4,1.0,116.4,58.5527,replicate
an3,Untreated,2,Group4,1.0,116.6,57.4449,replicate
an3,Untreated,2,Group4,1.0,116.8,55.9254,replicate
an3,Untreated,2,Group4,1.0,117.0,55.9447,replicate
an3,Untreated,2,Group4,1.0,117.2,53.0651,replicate
an3,Untreated,2,Group4,1.0,117.4,56.221,replicate
an3,Untreated,2,Group4,1.0,117.6,58.0248,replicate
an3,Untreated,2,Group4,1.0,117.8,59.7807,replicate
an3,Untreated,2,Group4,1.0,118.0,60.2,replicate
an3,Untreated,2,Group4,1.0,118.2,65.3918,replicate
an3,Untreated,2,Group4,1.0,118.4,68.0302,replicate
an3,Untreated,2,Group4,1.0,118.6,67.1055,replicate
an3,Untreated,2,Group4,1.0,118.8,66.0781,replicate
an3,Untreated,2,Group4,1.0,119.0,97.4359,replicate
an3,Untreated,2,Group4,1.0,119.2,67.3653,replicate
an3,Untreated,2,Group4,1.0,119.4,55.1067,replicate
an3,Untreated,2,Group4,1.0,119.6,30.2379,replicate
an3,Untreated,2,Group4,1.0,119.8,27.8444,replicate
an3,Untreated,2,Group4,1.0,120.0,27.0765,replicate
an3,Untreated,2,Group4,1.0,120.2,27.2794,replicate
an3,Untreated,2,Group4,1.0,120.4,63.1827,replicate
an3,Untreated,2,Group4,1.0,120.6,64.4439,replicate
an3,Untreated,2,Group4,1.0,120.8,67.458,replicate
an3,Untreated,2,Group4,1.0,121.0,67.7003,replicate
an3,Untreated,2,Group4,1.0,121.2,64.5688,replicate
an3,Untreated,2,Group4,1.0,121.4,61.8376,replicate
an3,Untreated,2,Group4,1.0,121.6,61.5775,replicate
an3,Untreated,2,Group4,1.0,121.8,61.5209,replicate
an3,Untreated,2,Group4,1.0,122.0,60.5182,replicate
an3,Untreated,2,Group4,1.0,122.2,63.8523,replicate
an3,Untreated,2,Group4,1.0,122.4,64.0337,replicate
an3,Untreated,2,Group4,1.0,122.6,65.9242,replicate
an3,Untreated,2,Group4,1.0,122.8,65.6496,replicate
an3,Untreated,2,Group4,1.0,123.0,66.0854,replicate
an3,Untreated,2,Group4,1.0,123.2,65.6147,replicate
an3,Untreated,2,Group4,1.0,123.4,66.0955,replicate
an3,Untreated,2,Group4,1.0,123.6,64.9905,replicate
an3,Untreated,2,Group4,1.0,123.8,68.4753,replicate
an3,Untreated,2,Group4,1.0,124.0,68.3073,replicate
an3,Untreated,2,Group4,1.0,124.2,98.5167,replicate
an3,Untreated,2,Group4,1.0,124.4,104.1043,replicate
an3,Untreated,2,Group4,1.0,124.6,104.5467,replicate
an3,Untreated,2,Group4,1.0,124.8,99.9675,replicate
an3,Untreated,2,Group4,1.0,125.0,70.5114,replicate
an3,Untreated,2,Group4,1.0,125.2,64.932,replicate
an3,Untreated,2,Group4,1.0,125.4,62.7182,replicate
an3,Untreated,2,Group4,1.0,125.6,59.8478,replicate
an3,Untreated,2,Group4,1.0,125.8,27.2319,replicate
an3,Untreated,2,Group4,1.0,126.0,23.8182,replicate
an3,Untreated,2,Group4,1.0,126.2,23.7745,replicate
an3,Untreated,2,Group4,1.0,126.4,-7.4679,replicate
an3,Untreated,2,Group4,1.0,126.6,-12.7409,replicate
an3,Untreated,2,Group4,1.0,126.8,-13.5264,replicate
an3,Untreated,2,Group4,1.0,127.0,-16.8588,replicate
an3,Untreated,2,Group4,1.0,127.2,-18.3877,replicate
an3,Untreated,2,Group4,1.0,127.4,-21.4854,replicate
an3,Untreated,2,Group4,1.0,127.6,-21.3613,replicate
an3,Untreated,2,Group4,1.0,127.8,-21.6872,replicate
an3,Untreated,2,Group4,1.0,128.0,-21.2105,replicate
an3,Untreated,2,Group4,1.0,128.2,12.7797,replicate
an3,Untreated,2,Group4,1.0,128.4,18.9757,replicate
an3,Untreated,2,Group4,1.0,128.6,19.8504,replicate
an3,Untreated,2,Group4,1.0,128.8,21.1005,replicate
an3,Untreated,2,Group4,1.0,129.0,-8.9011,replicate
an3,Untreated,2,Group4,1.0,129.2,-15.5993,replicate
an3,Untreated,2,Group4,1.0,129.4,-15.9728,replicate
an3,Untreated,2,Group4,1.0,129.6,-15.9005,replicate
an3,Untreated,2,Group4,1.0,129.8,14.2174,replicate
an3,Untreated,2,Group4,1.0,130.0,19.3132,replicate
an3,Untreated,2,Group4,1.0,130.2,20.9478,replicate
an3,Untreated,2,Group4,1.0,130.4,20.9695,replicate
an3,Untreated,2,Group4,1.0,130.6,22.5992,replicate
an3,Untreated,2,Group4,1.0,130.8,24.9653,replicate
an3,Untreated,2,Group4,1.0,131.0,21.831,replicate
an3,Untreated,2,Group4,1.0,131.2,18.4737,replicate
an3,Untreated,2,Group4,1.0,131.4,-9.0736,replicate
an3,Untreated,2,Group4,1.0,131.6,17.109,replicate
an3,Untreated,2,Group4,1.0,131.8,18.0303,replicate
an3,Untreated,2,Group4,1.0,132.0,17.2248,replicate
an3,Untreated,2,Group4,1.0,132.2,-14.6844,replicate
an3,Untreated,2,Group4,1.0,132.4,-15.1802,replicate
an3,Untreated,2,Group4,1.0,132.6,-16.0998,replicate
an3,Untreated,2,Group4,1.0,132.8,-17.2868,replicate
an3,Untreated,2,Group4,1.0,133.0,-15.8264,replicate
an3,Untreated,2,Group4,1.0,133.2,-15.838,replicate
an3,Untreated,2,Group4,1.0,133.4,-20.3807,replicate
an3,Untreated,2,Group4,1.0,133.6,-14.55,replicate
an3,Untreated,2,Group4,1.0,133.8,-16.7733,replicate
an3,Untreated,2,Group4,1.0,134.0,-17.6158,replicate
an3,Untreated,2,Group4,1.0,134.2,-18.4504,replicate
an3,Untreated,2,Group4,1.0,134.4,-18.246,replicate
an3,Untreated,2,Group4,1.0,134.6,-18.9309,replicate
an3,Untreated,2,Group4,1.0,134.8,-13.6741,replicate
an3,Untreated,2,Group4,1.0,135.0,-14.5553,replicate
an3,Untreated,2,Group4,1.0,135.2,-15.1425,replicate
an3,Untreated,2,Group4,1.0,135.4,-13.4065,replicate
an3,Untreated,2,Group4,1.0,135.6,-11.2497,replicate
an3,Untreated,2,Group4,1.0,135.8,-14.899,replicate
an3,Untreated,2,Group4,1.0,136.0,18.3202,replicate
an3,Untreated,2,Group4,1.0,136.2,52.8123,replicate
an3,Untreated,2,Group4,1.0,136.4,56.7139,replicate
an3,Untreated,2,Group4,1.0,136.6,56.5967,replicate
an3,Untreated,2,Group4,1.0,136.8,57.9891,replicate
an3,Untreated,2,Group4,1.0,137.0,56.7611,replicate
an3,Untreated,2,Group4,1.0,137.2,57.0907,replicate
an3,Untreated,2,Group4,1.0,137.4,58.6753,replicate
an3,Untreated,2,Group4,1.0,137.6,60.3193,replicate
an3,Untreated,2,Group4,1.0,137.8,59.7096,replicate
an3,Untreated,2,Group4,1.0,138.0,61.5935,replicate
an3,Untreated,2,Group4,1.0,138.2,61.0391,replicate
an3,Untreated,2,Group4,1.0,138.4,61.1214,replicate
an3,Untreated,2,Group4,1.0,138.6,60.7428,replicate
an3,Untreated,2,Group4,1.0,138.8,61.8421,replicate
an3,Untreated,2,Group4,1.0,139.0,63.269,replicate
an3,Untreated,2,Group4,1.0,139.2,60.7847,replicate
an3,Untreated,2,Group4,1.0,139.4,28.098,replicate
an3,Untreated,2,Group4,1.0,139.6,23.865,replicate
an3,Untreated,2,Group4,1.0,139.8,24.7382,replicate
an3,Untreated,2,Group4,1.0,140.0,26.4987,replicate
an3,Untreated,2,Group4,1.0,140.2,30.4131,replicate
an3,Untreated,2,Group4,1.0,140.4,34.2394,replicate
an3,Untreated,2,Group4,1.0,140.6,63.9069,replicate
an3,Untreated,2,Group4,1.0,140.8,67.7388,replicate
an3,Untreated,2,Group4,1.0,141.0,64.0861,replicate
an3,Untreated,2,Group4,1.0,141.2,64.6833,replicate
an3,Untreated,2,Group4,1.0,141.4,62.4509,replicate
an3,Untreated,2,Group4,1.0,141.6,64.7372,replicate
an3,Untreated,2,Group4,1.0,141.8,61.6351,replicate
an3,Untreated,2,Group4,1.0,142.0,32.4547,replicate
an3,Untreated,2,Group4,1.0,142.2,58.6478,replicate
an3,Untreated,2,Group4,1.0,142.4,66.6094,replicate
an3,Untreated,2,Group4,1.0,142.6,66.8936,replicate
an3,Untreated,2,Group4,1.0,142.8,71.3307,replicate
an3,Untreated,2,Group4,1.0,143.0,73.5776,replicate
an3,Untreated,2,Group4,1.0,143.2,69.1601,replicate
an3,Untreated,2,Group4,1.0,143.4,67.1589,replicate
an3,Untreated,2,Group4,1.0,143.6,67.1632,replicate
an3,Untreated,2,Group4,1.0,143.8,96.3624,replicate
an3,Untreated,2,Group4,1.0,144.0,103.4795,replicate
an3,Untreated,2,Group4,1.0,144.2,104.0484,replicate
an3,Untreated,2,Group4,1.0,144.4,66.5147,replicate
an3,Untreated,2,Group4,1.0,144.6,28.3658,replicate
an3,Untreated,2,Group4,1.0,144.8,24.1374,replicate
an3,Untreated,2,Group4,1.0,145.0,22.5958,replicate
an3,Untreated,2,Group4,1.0,145.2,21.5487,replicate
an3,Untreated,2,Group4,1.0,145.4,22.5383,replicate
an3,Untreated,2,Group4,1.0,145.6,21.9219,replicate
an3,Untreated,2,Group4,1.0,145.8,20.0302,replicate
an3,Untreated,2,Group4,1.0,146.0,-11.848,replicate
an3,Untreated,2,Group4,1.0,146.2,-15.9577,replicate
an3,Untreated,2,Group4,1.0,146.4,-17.5726,replicate
an3,Untreated,2,Group4,1.0,146.6,-14.8841,replicate
an3,Untreated,2,Group4,1.0,146.8,-14.3687,replicate
an3,Untreated,2,Group4,1.0,147.0,-17.111,replicate
an3,Untreated,2,Group4,1.0,147.2,-17.375,replicate
an3,Untreated,2,Group4,1.0,147.4,-18.5392,replicate
an3,Untreated,2,Group4,1.0,147.6,-20.9384,replicate
an3,Untreated,2,Group4,1.0,147.8,-20.5765,replicate
an3,Untreated,2,Group4,1.0,148.0,-20.3748,replicate
an3,Untreated,2,Group4,1.0,148.2,10.9991,replicate
an3,Untreated,2,Group4,1.0,148.4,18.186,replicate
an3,Untreated,2,Group4,1.0,148.6,20.1184,replicate
an3,Untreated,2,Group4,1.0,148.8,19.2965,replicate
an3,Untreated,2,Group4,1.0,149.0,21.0477,replicate
an3,Untreated,2,Group4,1.0,149.2,-8.2895,replicate
an3,Untreated,2,Group4,1.0,149.4,22.345,replicate
an3,Untreated,2,Group4,1.0,149.6,25.5481,replicate
an3,Untreated,2,Group4,1.0,149.8,25.8314,replicate
an3,Untreated,2,Group4,1.0,150.0,24.342,replicate
an3,Untreated,2,Group4,1.0,150.2,21.154,replicate
an3,Untreated,2,Group4,1.0,150.4,20.346,replicate
an3,Untreated,2,Group4,1.0,150.6,17.3358,replicate
an3,Untreated,2,Group4,1.0,150.8,15.9626,replicate
an3,Untreated,2,Group4,1.0,151.0,17.5255,replicate
an3,Untreated,2,Group4,1.0,151.2,14.7514,replicate
an3,Untreated,2,Group4,1.0,151.4,-16.1508,replicate
an3,Untreated,2,Group4,1.0,151.6,-15.6699,replicate
an3,Untreated,2,Group4,1.0,151.8,-14.3618,replicate
an3,Untreated,2,Group4,1.0,152.0,12.2455,replicate
an3,Untreated,2,Group4,1.0,152.2,-17.3578,replicate
an3,Untreated,2,Group4,1.0,152.4,-21.6292,replicate
an3,Untreated,2,Group4,1.0,152.6,-24.6376,replicate
an3,Untreated,2,Group4,1.0,152.8,-25.3479,replicate
an3,Untreated,2,Group4,1.0,153.0,-23.3806,replicate
an3,Untreated,2,Group4,1.0,153.2,-22.5424,replicate
an3,Untreated,2,Group4,1.0,153.4,-21.8411,replicate
an3,Untreated,2,Group4,1.0,153.6,-22.446,replicate
an3,Untreated,2,Group4,1.0,153.8,-20.6572,replicate
an3,Untreated,2,Group4,1.0,154.0,-52.7944,replicate
an3,Untreated,2,Group4,1.0,154.2,-22.769,replicate
an3,Untreated,2,Group4,1.0,154.4,-19.9492,replicate
an3,Untreated,2,Group4,1.0,154.6,-19.3425,replicate
an3,Untreated,2,Group4,1.0,154.8,-18.7283,replicate
an3,Untreated,2,Group4,1.0,155.0,-19.8074,replicate
an3,Untreated,2,Group4,1.0,155.2,-20.8354,replicate
an3,Untreated,2,Group4,1.0,155.4,-17.6439,replicate
an3,Untreated,2,Group4,1.0,155.6,-16.7703,replicate
an3,Untreated,2,Group4,1.0,155.8,-16.8738,replicate
an3,Untreated,2,Group4,1.0,156.0,-15.3966,replicate
an3,Untreated,2,Group4,1.0,156.2,-14.1166,replicate
an3,Untreated,2,Group4,1.0,156.4,-14.087,replicate
an3,Untreated,2,Group4,1.0,156.6,19.1692,replicate
an3,Untreated,2,Group4,1.0,156.8,54.2424,replicate
an3,Untreated,2,Group4,1.0,157.0,58.2791,replicate
an3,Untreated,2,Group4,1.0,157.2,60.289,replicate
an3,Untreated,2,Group4,1.0,157.4,62.3397,replicate
an3,Untreated,2,Group4,1.0,157.6,63.7772,replicate
an3,Untreated,2,Group4,1.0,157.8,62.4051,replicate
an3,Untreated,2,Group4,1.0,158.0,61.3117,replicate
an3,Untreated,2,Group4,1.0,158.2,61.8792,replicate
an3,Untreated,2,Group4,1.0,158.4,60.3246,replicate
an3,Untreated,2,Group4,1.0,158.6,58.8886,replicate
an3,Untreated,2,Group4,1.0,158.8,57.6949,replicate
an3,Untreated,2,Group4,1.0,159.0,26.2108,replicate
an3,Untreated,2,Group4,1.0,159.2,20.6019,replicate
an3,Untreated,2,Group4,1.0,159.4,20.9355,replicate
an3,Untreated,2,Group4,1.0,159.6,21.0864,replicate
an3,Untreated,2,Group4,1.0,159.8,20.7172,replicate
an3,Untreated,2,Group4,1.0,160.0,22.9364,replicate
an3,Untreated,2,Group4,1.0,160.2,23.593,replicate
an3,Untreated,2,Group4,1.0,160.4,26.5836,replicate
an3,Untreated,2,Group4,1.0,160.6,30.4337,replicate
an3,Untreated,2,Group4,1.0,160.8,63.962,replicate
an3,Untreated,2,Group4,1.0,161.0,68.6993,replicate
an3,Untreated,2,Group4,1.0,161.2,67.6973,replicate
an3,Untreated,2,Group4,1.0,161.4,65.6071,replicate
an3,Untreated,2,Group4,1.0,161.6,90.491,replicate
an3,Untreated,2,Group4,1.0,161.8,65.8347,replicate
an3,Untreated,2,Group4,1.0,162.0,61.9631,replicate
an3,Untreated,2,Group4,1.0,162.2,63.96,replicate
an3,Untreated,2,Group4,1.0,162.4,64.3514,replicate
an3,Untreated,2,Group4,1.0,162.6,66.03,replicate
an3,Untreated,2,Group4,1.0,162.8,64.4261,replicate
an3,Untreated,2,Group4,1.0,163.0,64.8891,replicate
an3,Untreated,2,Group4,1.0,163.2,63.9087,replicate
an3,Untreated,2,Group4,1.0,163.4,67.4671,replicate
an3,Untreated,2,Group4,1.0,163.6,95.8574,replicate
an3,Untreated,2,Group4,1.0,163.8,102.6833,replicate
an3,Untreated,2,Group4,1.0,164.0,103.7757,replicate
an3,Untreated,2,Group4,1.0,164.2,102.8763,replicate
an3,Untreated,2,Group4,1.0,164.4,35.1622,replicate
an3,Untreated,2,Group4,1.0,164.6,27.7014,replicate
an3,Untreated,2,Group4,1.0,164.8,24.2878,replicate
an3,Untreated,2,Group4,1.0,165.0,21.0302,replicate
an3,Untreated,2,Group4,1.0,165.2,19.4715,replicate
an3,Untreated,2,Group4,1.0,165.4,18.7875,replicate
an3,Untreated,2,Group4,1.0,165.6,17.4259,replicate
an3,Untreated,2,Group4,1.0,165.8,-12.3486,replicate
an3,Untreated,2,Group4,1.0,166.0,-12.8195,replicate
an3,Untreated,2,Group4,1.0,166.2,-15.0062,replicate
an3,Untreated,2,Group4,1.0,166.4,-14.6428,replicate
an3,Untreated,2,Group4,1.0,166.6,-15.3986,replicate
an3,Untreated,2,Group4,1.0,166.8,-19.0783,replicate
an3,Untreated,2,Group4,1.0,167.0,-18.1479,replicate
an3,Untreated,2,Group4,1.0,167.2,-16.941,replicate
an3,Untreated,2,Group4,1.0,167.4,-17.9992,replicate
an3,Untreated,2,Group4,1.0,167.6,-16.0819,replicate
an3,Untreated,2,Group4,1.0,167.8,-11.0557,replicate
an3,Untreated,2,Group4,1.0,168.0,-13.4258,replicate
an3,Untreated,2,Group4,1.0,168.2,-9.4084,replicate
an3,Untreated,2,Group4,1.0,168.4,-8.6843,replicate
an3,Untreated,2,Group4,1.0,168.6,-7.1354,replicate
an3,Untreated,2,Group4,1.0,168.8,19.8141,replicate
an3,Untreated,2,Group4,1.0,169.0,21.7466,replicate
an3,Untreated,2,Group4,1.0,169.2,17.6011,replicate
an3,Untreated,2,Group4,1.0,169.4,-10.2668,replicate
an3,Untreated,2,Group4,1.0,169.6,16.5527,replicate
an3,Untreated,2,Group4,1.0,169.8,21.812,replicate
an3,Untreated,2,Group4,1.0,170.0,23.3111,replicate
an3,Untreated,2,Group4,1.0,170.2,22.4651,replicate
an3,Untreated,2,Group4,1.0,170.4,21.5072,replicate
an3,Untreated,2,Group4,1.0,170.6,20.1456,replicate
an3,Untreated,2,Group4,1.0,170.8,-11.7159,replicate
an3,Untreated,2,Group4,1.0,171.0,-16.542,replicate
an3,Untreated,2,Group4,1.0,171.2,-15.7002,replicate
an3,Untreated,2,Group4,1.0,171.4,-15.909,replicate
an3,Untreated,2,Group4,1.0,171.6,-14.1146,replicate
an3,Untreated,2,Group4,1.0,171.8,11.2435,replicate
an3,Untreated,2,Group4,1.0,172.0,15.3112,replicate
an3,Untreated,2,Group4,1.0,172.2,14.0631,replicate
an3,Untreated,2,Group4,1.0,172.4,14.9566,replicate
an3,Untreated,2,Group4,1.0,172.6,14.0632,replicate
an3,Untreated,2,Group4,1.0,172.8,15.4967,replicate
an3,Untreated,2,Group4,1.0,173.0,16.4702,replicate
an3,Untreated,2,Group4,1.0,173.2,16.8466,replicate
an3,Untreated,2,Group4,1.0,173.4,-16.0506,replicate
an3,Untreated,2,Group4,1.0,173.6,-18.153,replicate
an3,Untreated,2,Group4,1.0,173.8,-15.2942,replicate
an3,Untreated,2,Group4,1.0,174.0,18.3315,replicate
an3,Untreated,2,Group4,1.0,174.2,20.7307,replicate
an3,Untreated,2,Group4,1.0,174.4,-8.1964,replicate
an3,Untreated,2,Group4,1.0,174.6,-11.5113,replicate
an3,Untreated,2,Group4,1.0,174.8,-12.7002,replicate
an3,Untreated,2,Group4,1.0,175.0,-16.1507,replicate
an3,Untreated,2,Group4,1.0,175.2,-15.3956,replicate
an3,Untreated,2,Group4,1.0,175.4,-13.5316,replicate
an3,Untreated,2,Group4,1.0,175.6,-14.442,replicate
an3,Untreated,2,Group4,1.0,175.8,-12.8357,replicate
an3,Untreated,2,Group4,1.0,176.0,-12.2953,replicate
an3,Untreated,2,Group4,1.0,176.2,-11.3783,replicate
an3,Untreated,2,Group4,1.0,176.4,-13.394,replicate
an3,Untreated,2,Group4,1.0,176.6,21.1524,replicate
an3,Untreated,2,Group4,1.0,176.8,56.0568,replicate
an3,Untreated,2,Group4,1.0,177.0,63.7697,replicate
an3,Untreated,2,Group4,1.0,177.2,61.1013,replicate
an3,Untreated,2,Group4,1.0,177.4,65.146,replicate
an3,Untreated,2,Group4,1.0,177.6,66.3622,replicate
an3,Untreated,2,Group4,1.0,177.8,67.0107,replicate
an3,Untreated,2,Group4,1.0,178.0,65.0205,replicate
an3,Untreated,2,Group4,1.0,178.2,69.684,replicate
an3,Untreated,2,Group4,1.0,178.4,70.184,replicate
an3,Untreated,2,Group4,1.0,178.6,69.5921,replicate
an3,Untreated,2,Group4,1.0,178.8,69.6884,replicate
an3,Untreated,2,Group4,1.0,179.0,70.5154,replicate
an3,Untreated,2,Group4,1.0,179.2,68.8084,replicate
an3,Untreated,2,Group4,1.0,179.4,35.8187,replicate
an3,Untreated,2,Group4,1.0,179.6,33.0236,replicate
an3,Untreated,2,Group4,1.0,179.8,29.7378,replicate
an3,Untreated,2,Group4,1.0,180.0,27.0171,replicate
an3,Untreated,2,Group4,1.0,180.2,25.8109,replicate
an3,Untreated,2,Group4,1.0,180.4,24.8008,replicate
an3,Untreated,2,Group4,1.0,180.6,22.309,replicate
an3,Untreated,2,Group4,1.0,180.8,23.6752,replicate
an3,Untreated,2,Group4,1.0,181.0,22.7562,replicate
an3,Untreated,2,Group4,1.0,181.2,24.3866,replicate
an3,Untreated,2,Group4,1.0,181.4,89.0212,replicate
an3,Untreated,2,Group4,1.0,181.6,99.2723,replicate
an3,Untreated,2,Group4,1.0,181.8,66.805,replicate
an3,Untreated,2,Group4,1.0,182.0,64.8612,replicate
an3,Untreated,2,Group4,1.0,182.2,62.79,replicate
an3,Untreated,2,Group4,1.0,182.4,61.6001,replicate
an3,Untreated,2,Group4,1.0,182.6,63.1498,replicate
an3,Untreated,2,Group4,1.0,182.8,65.5176,replicate
an3,Untreated,2,Group4,1.0,183.0,66.285,replicate
an3,Untreated,2,Group4,1.0,183.2,101.1793,replicate
an3,Untreated,2,Group4,1.0,183.4,105.8543,replicate
an3,Untreated,2,Group4,1.0,183.6,107.343,replicate
an3,Untreated,2,Group4,1.0,183.8,105.9877,replicate
an3,Untreated,2,Group4,1.0,184.0,107.6224,replicate
an3,Untreated,2,Group4,1.0,184.2,73.68,replicate
an3,Untreated,2,Group4,1.0,184.4,66.7939,replicate
an3,Untreated,2,Group4,1.0,184.6,32.2362,replicate
an3,Untreated,2,Group4,1.0,184.8,25.5881,replicate
an3,Untreated,2,Group4,1.0,185.0,24.1587,replicate
an3,Untreated,2,Group4,1.0,185.2,22.0516,replicate
an3,Untreated,2,Group4,1.0,185.4,25.3324,replicate
an3,Untreated,2,Group4,1.0,185.6,25.5237,replicate
an3,Untreated,2,Group4,1.0,185.8,-6.5885,replicate
an3,Untreated,2,Group4,1.0,186.0,-16.4732,replicate
an3,Untreated,2,Group4,1.0,186.2,-15.1683,replicate
an3,Untreated,2,Group4,1.0,186.4,-17.5703,replicate
an3,Untreated,2,Group4,1.0,186.6,-18.9931,replicate
an3,Untreated,2,Group4,1.0,186.8,-17.7034,replicate
an3,Untreated,2,Group4,1.0,187.0,-19.7208,replicate
an3,Untreated,2,Group4,1.0,187.2,-21.2153,replicate
an3,Untreated,2,Group4,1.0,187.4,-18.9024,replicate
an3,Untreated,2,Group4,1.0,187.6,-20.8872,replicate
an3,Untreated,2,Group4,1.0,187.8,-19.5594,replicate
an3,Untreated,2,Group4,1.0,188.0,-16.1673,replicate
an3,Untreated,2,Group4,1.0,188.2,-16.5147,replicate
an3,Untreated,2,Group4,1.0,188.4,14.4954,replicate
an3,Untreated,2,Group4,1.0,188.6,21.6512,replicate
an3,Untreated,2,Group4,1.0,188.8,24.7633,replicate
an3,Untreated,2,Group4,1.0,189.0,55.338,replicate
an3,Untreated,2,Group4,1.0,189.2,61.5408,replicate
an3,Untreated,2,Group4,1.0,189.4,60.6024,replicate
an3,Untreated,2,Group4,1.0,189.6,30.578,replicate
an3,Untreated,2,Group4,1.0,189.8,23.4005,replicate
an3,Untreated,2,Group4,1.0,190.0,22.259,replicate
an3,Untreated,2,Group4,1.0,190.2,20.661,replicate
an3,Untreated,2,Group4,1.0,190.4,17.6326,replicate
an3,Untreated,2,Group4,1.0,190.6,-14.7679,replicate
an3,Untreated,2,Group4,1.0,190.8,-16.1334,replicate
an3,Untreated,2,Group4,1.0,191.0,-13.3391,replicate
an3,Untreated,2,Group4,1.0,191.2,-15.4323,replicate
an3,Untreated,2,Group4,1.0,191.4,-12.4658,replicate
an3,Untreated,2,Group4,1.0,191.6,-13.6747,replicate
an3,Untreated,2,Group4,1.0,191.8,-14.2987,replicate
an3,Untreated,2,Group4,1.0,192.0,-14.4236,replicate
an3,Untreated,2,Group4,1.0,192.2,13.6417,replicate
an3,Untreated,2,Group4,1.0,192.4,14.2548,replicate
an3,Untreated,2,Group4,1.0,192.6,14.6375,replicate
an3,Untreated,2,Group4,1.0,192.8,14.705,replicate
an3,Untreated,2,Group4,1.0,193.0,14.2708,replicate
an3,Untreated,2,Group4,1.0,193.2,15.118,replicate
an3,Untreated,2,Group4,1.0,193.4,13.6661,replicate
an3,Untreated,2,Group4,1.0,193.6,-19.6194,replicate
an3,Untreated,2,Group4,1.0,193.8,-24.3969,replicate
